state,date,temp,avgTemp
Virginia,2004,55.9,0.1
Virginia,2005,55.9,0.1
Virginia,2006,56.6,0.8
Virginia,2007,56.8,1
Virginia,2008,55.7,-0.1
Virginia,2009,55.2,-0.6
Virginia,2010,55.9,0.1
Virginia,2011,57,1.2
Virginia,2012,57.6,1.8
Virginia,2013,55.1,-0.7
Virginia,2014,54.4,-1.4
Virginia,2015,56.5,0.7
Virginia,2016,57.1,1.3
Washington,1980,46.1,-2.5
Washington,1981,47.3,-1.3
Washington,1982,45.5,-3.1
Washington,1983,46.7,-1.9
Washington,1984,45.3,-3.3
Washington,1985,43.9,-4.7
Washington,1986,47.3,-1.3
Washington,1987,48.3,-0.3
Washington,1988,47.3,-1.3
Washington,1989,46.6,-2
Washington,1990,47.3,-1.3
Washington,1991,47.1,-1.5
Washington,1992,48.6,0
Washington,1993,45.6,-3
Washington,1994,47.9,-0.7
Washington,1995,47.5,-1.1
Washington,1996,45.6,-3
Washington,1997,47.1,-1.5
Washington,1998,48.6,0
Washington,1999,46.9,-1.7
Washington,2000,46.2,-2.4
Washington,2001,46.9,-1.7
Washington,2002,46.9,-1.7
Washington,2003,48.2,-0.4
Washington,2004,48.4,-0.2
Washington,2005,47.3,-1.3
Washington,2006,47.5,-1.1
Washington,2007,46.8,-1.8
Washington,2008,45.8,-2.8
Washington,2009,46.4,-2.2
Washington,2010,47.1,-1.5
Washington,2011,45.5,-3.1
Washington,2012,47.1,-1.5
Washington,2013,47.2,-1.4
Washington,2014,48.4,-0.2
Washington,2015,50,1.4
Washington,2016,48.6,0
West Virginia,1980,50.5,-2
West Virginia,1981,50,-2.5
West Virginia,1982,51.6,-0.9
West Virginia,1983,51.2,-1.3
West Virginia,1984,51.6,-0.9
West Virginia,1985,51.6,-0.9
West Virginia,1986,52.3,-0.2
West Virginia,1987,52.3,-0.2
West Virginia,1988,50.9,-1.6
West Virginia,1989,50.9,-1.6
West Virginia,1990,53.9,1.4
West Virginia,1991,53.9,1.4
West Virginia,1992,51.3,-1.2
West Virginia,1993,51.9,-0.6
West Virginia,1994,51.8,-0.7
West Virginia,1995,51.6,-0.9
West Virginia,1996,50.7,-1.8
West Virginia,1997,51,-1.5
West Virginia,1998,54.2,1.7
West Virginia,1999,53,0.5
West Virginia,2000,51.8,-0.7
West Virginia,2001,52.7,0.2
West Virginia,2002,53.2,0.7
West Virginia,2003,51.6,-0.9
West Virginia,2004,52.7,0.2
West Virginia,2005,52.8,0.3
West Virginia,2006,53,0.5
West Virginia,2007,53.3,0.8
West Virginia,2008,51.8,-0.7
West Virginia,2009,51.7,-0.8
West Virginia,2010,52.1,-0.4
West Virginia,2011,53.5,1
West Virginia,2012,54.3,1.8
West Virginia,2013,51.8,-0.7
West Virginia,2014,50.8,-1.7
West Virginia,2015,53.1,0.6
West Virginia,2016,54.1,1.6
Wisconsin,1980,50.5,-2
Wisconsin,1981,50,-2.5
Wisconsin,1982,51.6,-0.9
Wisconsin,1983,51.2,-1.3
Wisconsin,1984,51.6,-0.9
Wisconsin,1985,51.6,-0.9
Wisconsin,1986,52.3,-0.2
Wisconsin,1987,52.3,-0.2
Wisconsin,1988,50.9,-1.6
Wisconsin,1989,50.9,-1.6
Wisconsin,1990,53.9,1.4
Wisconsin,1991,53.9,1.4
Wisconsin,1992,51.3,-1.2
Wisconsin,1993,51.9,-0.6
Wisconsin,1994,51.8,-0.7
Wisconsin,1995,51.6,-0.9
Wisconsin,1996,50.7,-1.8
Wisconsin,1997,51,-1.5
Wisconsin,1998,54.2,1.7
Wisconsin,1999,53,0.5
Wisconsin,2000,51.8,-0.7
Wisconsin,2001,52.7,0.2
Wisconsin,2002,53.2,0.7
Wisconsin,2003,51.6,-0.9
Wisconsin,2004,52.7,0.2
Wisconsin,2005,52.8,0.3
Wisconsin,2006,53,0.5
Wisconsin,2007,53.3,0.8
Wisconsin,2008,51.8,-0.7
Wisconsin,2009,51.7,-0.8
Wisconsin,2010,52.1,-0.4
Wisconsin,2011,53.5,1
Wisconsin,2012,54.3,1.8
Wisconsin,2013,51.8,-0.7
Wisconsin,2014,50.8,-1.7
Wisconsin,2015,53.1,0.6
Wisconsin,2016,54.1,1.6
Wyoming,1980,41.9,-1.1
Wyoming,1981,43.7,0.7
Wyoming,1982,39.8,-3.2
Wyoming,1983,40.9,-2.1
Wyoming,1984,39.9,-3.1
Wyoming,1985,39.2,-3.8
Wyoming,1986,42.3,-0.7
Wyoming,1987,42.5,-0.5
Wyoming,1988,42.8,-0.2
Wyoming,1989,41.2,-1.8
Wyoming,1990,41.9,-1.1
Wyoming,1991,41.7,-1.3
Wyoming,1992,42.5,-0.5
Wyoming,1993,38.9,-4.1
Wyoming,1994,42.9,-0.1
Wyoming,1995,41.7,-1.3
Wyoming,1996,41,-2
Wyoming,1997,41.2,-1.8
Wyoming,1998,42.5,-0.5
Wyoming,1999,43.2,0.2
Wyoming,2000,42.5,-0.5
Wyoming,2001,43.2,0.2
Wyoming,2002,41.4,-1.6
Wyoming,2003,43.1,0.1
Wyoming,2004,42.4,-0.6
Wyoming,2005,42.8,-0.2
Wyoming,2006,43.2,0.2
Wyoming,2007,43.3,0.3
Wyoming,2008,40.7,-2.3
Wyoming,2009,40.9,-2.1
Wyoming,2010,42,-1
Wyoming,2011,41.1,-1.9
Wyoming,2012,44.8,1.8
Wyoming,2013,41.7,-1.3
Wyoming,2014,42.1,-0.9
Wyoming,2015,44.2,1.2
Wyoming,2016,43.9,0.9
